regime,F,k,jepa,persistence,floor,jepa_v,jepa@1,jepa@H,win_6:12,win_13:30
bubbles,0.098,0.057,0.4202356940398099,0.2573816824474466,0.3280645587423817,0.37877064754027434,0.3876141530084667,0.48256360570628865,0.3925075755158565,0.43968252046699646
gliders,0.014,0.054,0.922499067421429,1.2372283895872096,0.27643088306158475,0.9594570633176444,0.30175662273982307,1.3801618695241569,0.6838129266227467,1.174169796368256
maze,0.029,0.057,0.5390671339458708,0.5023428796888078,0.3658651646414958,0.4494063736073956,0.3756399323307811,0.6454783207663979,0.4883606262897911,0.59418327934605
spirals,0.018,0.051,1.0171844397577867,1.376593803111463,0.29777004160500314,1.0427925657837738,0.292143395433623,1.414735809873846,0.800929095992122,1.2786341379574764
spots,0.03,0.062,0.36555568146768874,0.5487373402178423,0.17866338034578674,0.3373938790527628,0.18548651952643547,0.5416851422098417,0.27299878659820404,0.44631502750365865
worms,0.058,0.065,0.39524904581869885,0.30176010407785,0.23541389513675684,0.32557147196430053,0.25367422474044304,0.5277063539872775,0.33074749219546273,0.45445072960205185
